order_category,order_value,item_value,quantity,time_to_return_request_hours,refund_amount,return_reason,returned_item_match,item_condition_score,package_weight_delta_pct,vision_confidence_score,account_age_days,lifetime_order_count,lifetime_return_count,total_spent,return_rate,return_velocity_30d,return_velocity_48h,shared_device_count,shared_address_count,shared_payment_fingerprint_count,device_return_velocity_7d,address_return_velocity_7d,payment_return_velocity_7d,cluster_return_velocity_7d
Luxury,56.2,3.87,1,118.2,3.29,Not as expected,True,0.850222543903655,7.920670203458564,0.8578507622873712,545,55,7,196.7,0.12727272727272726,0,0,1,1,2,0,0,0,0
Apparel,152.22,152.22,1,672.17,131.56,Wrong size,True,0.9803345995531256,0.33923687634486166,0.9778408941503026,40,22,4,121.36,0.18181818181818182,3,0,2,3,1,0,0,0,0
Beauty,270.45,270.45,1,600.6,254.38,Not as expected,True,0.9822673927860948,8.812081140686207,0.8608339289901877,818,51,6,486.24,0.11764705882352941,0,0,1,3,3,0,0,2,2
Books,117.75,94.46,1,55.76,85.17,Not as expected,True,0.8569520952098181,4.228320976793775,0.9620962970168851,2,41,5,1552.97,0.12195121951219512,3,0,3,3,1,0,0,0,0
Apparel,713.9,24.25,1,177.02,22.22,Changed mind,True,0.8026570482153439,6.519795703411849,0.9840915940036534,609,52,5,297.59,0.09615384615384616,0,0,1,4,2,0,0,0,0
Home,296.72,296.72,1,219.39,280.0,Changed mind,True,0.937888607418935,4.300729158453866,0.8743919678231936,1424,89,7,1036.71,0.07865168539325842,0,0,1,2,3,0,0,1,1
Sports,255.6,255.6,1,611.39,254.49,Wrong size,True,0.8511644803095891,2.5697936263984387,0.9717877773679238,41,98,9,651.73,0.09183673469387756,4,0,2,5,1,0,0,0,0
Home,274.42,257.36,1,548.01,251.23,Changed mind,True,0.9487313523756954,4.393605268827558,0.983577549058837,3,60,3,630.67,0.05,3,0,1,4,3,1,2,1,2
Luxury,193.44,49.54,1,624.38,49.46,Changed mind,True,0.8825708831900259,1.0536934309603352,0.9493342379204623,484,61,54,1514.7,0.8852459016393442,11,0,12,12,12,7,7,7,7
Sports,160.4,42.7,1,666.67,38.29,Not as expected,True,0.93906384154406,0.07682742723980174,0.9461167724563365,941,71,5,309.54,0.07042253521126761,0,0,3,2,1,0,0,0,0
Home,110.25,59.94,1,474.09,59.72,Changed mind,True,0.9082735571325056,3.7524632498701194,0.9959689902310092,995,96,8,280.35,0.08333333333333333,0,0,1,3,4,0,0,0,0
Books,341.55,310.55,1,468.72,281.98,Wrong size,True,0.8763041640510025,1.2509765832631592,0.876967849949093,230,80,8,943.18,0.1,0,0,2,3,2,0,0,0,0
Luxury,35.11,10.48,1,63.15,10.05,Not as expected,True,0.9004809924843596,2.1639049525043266,0.875686352534884,352,41,7,876.41,0.17073170731707318,1,0,1,2,1,0,0,0,0
Electronics,729.31,229.24,1,57.48,228.11,Wrong size,True,0.556,1.3179289927177107,0.619,1443,56,5,1459.77,0.08928571428571429,0,0,1,4,4,0,0,0,0
Electronics,120.25,72.54,1,591.11,66.48,Not as expected,True,0.9988226453654747,5.864663073347752,0.904002663557041,1287,86,6,395.35,0.06976744186046512,0,0,1,5,2,0,0,0,0
Other,20.0,11.79,1,513.51,11.62,Wrong size,True,0.9357101464416873,0.4426824851266975,0.8791514575227243,769,78,7,855.44,0.08974358974358974,0,0,2,2,3,0,0,0,0
Other,182.57,67.32,1,431.49,58.36,Wrong size,True,0.9836735804863541,2.2094346249906547,0.936960035112539,199,26,2,385.64,0.07692307692307693,0,0,2,3,2,0,0,1,1
Luxury,91.65,4.07,1,601.05,3.83,Changed mind,True,0.9558498064513612,3.483366727192503,0.9737597843682008,572,96,8,116.04,0.08333333333333333,0,0,1,2,1,0,0,0,0
Books,111.06,79.0,1,417.49,73.44,Changed mind,True,0.8098782892409842,0.6504084350423234,0.9420119335936754,68,43,5,289.93,0.11627906976744186,1,0,1,2,1,0,0,0,0
Beauty,99.37,58.5,1,655.17,54.76,Wrong size,True,0.9462653870427092,7.166666912993489,0.8559184280297545,594,84,8,130.36,0.09523809523809523,0,0,1,5,1,0,0,0,0
Home,518.41,187.99,1,488.93,160.28,Not as expected,True,0.9575081010383275,6.31892723777633,0.9186566791257363,270,82,13,225.99,0.15853658536585366,2,0,2,4,1,0,0,0,0
Sports,205.02,205.02,1,311.8,177.97,Not as expected,True,0.9957504526212344,0.4262022874001714,0.8913771201904377,36,92,9,301.57,0.09782608695652174,4,0,1,2,3,0,0,0,0
Luxury,227.33,149.49,1,429.27,142.27,Not as expected,True,0.9633578292866207,6.084705117232831,0.9040989746806622,1388,42,7,271.34,0.16666666666666666,0,0,1,2,1,0,0,0,0
Apparel,37.31,24.6,1,711.58,21.81,Changed mind,True,0.9199772560787437,0.997003134018255,0.9008764069208298,1488,98,8,120.19,0.08163265306122448,1,0,2,3,1,0,1,0,1
Sports,652.0,71.93,1,179.69,65.8,Changed mind,True,0.8932593593274836,3.524383278957397,0.8992347553208395,532,58,6,355.73,0.10344827586206896,0,0,1,3,1,0,0,0,0
Luxury,221.56,126.13,1,387.09,68.99,Changed mind,False,0.8649529151290618,32.5,0.255,86,35,3,296.39,0.08571428571428572,1,0,4,3,1,0,0,0,0
Books,390.19,390.19,1,51.91,384.42,Changed mind,True,0.8880139960201484,2.833869018180736,0.9541875159844543,1324,54,4,361.92,0.07407407407407407,1,0,1,3,3,0,0,0,0
Luxury,314.37,314.37,1,352.58,279.8,Wrong size,True,0.8396577698706059,3.536428457313998,0.9775076439792646,5,92,12,262.83,0.13043478260869565,11,1,1,4,6,2,2,2,2
Books,103.71,60.52,1,279.45,55.5,Changed mind,True,0.8433150229810709,8.747910120067043,0.9339977528175938,1357,99,14,795.58,0.1414141414141414,0,0,2,2,1,0,0,0,0
Sports,430.28,249.02,1,608.58,240.33,Changed mind,True,0.8107058141507467,5.672426338297293,0.9876605597803895,1397,99,13,290.06,0.13131313131313133,0,0,2,5,5,1,14,0,14
Other,420.86,311.04,1,621.03,289.77,Changed mind,True,0.8946767089143465,8.98200485887811,0.9685426216089497,596,92,7,811.07,0.07608695652173914,0,0,3,1,1,0,0,0,0
Other,175.81,36.17,1,451.37,31.9,Not as expected,True,0.9787216226027176,4.273793620792938,0.8716630092179356,631,15,2,344.31,0.13333333333333333,0,0,2,3,2,0,0,0,0
Electronics,1963.57,109.71,1,11.24,108.43,Wrong size,True,0.8103603789254695,5.074270696719076,0.8956366137926179,5,44,4,1118.34,0.09090909090909091,2,0,3,1,1,0,0,0,0
Apparel,170.61,96.29,1,458.11,91.76,Changed mind,True,0.8906320460855505,7.212644481178678,0.9760160062997835,148,69,6,529.04,0.08695652173913043,0,0,1,1,1,0,0,0,0
Apparel,121.98,52.93,1,115.35,52.04,Not as expected,True,0.9743009492179906,5.600258576995247,0.8844183671714123,508,86,76,550.63,0.8837209302325582,13,0,12,12,12,7,7,7,7
Luxury,360.57,186.17,1,661.63,183.53,Wrong size,True,0.9176030194946769,9.185492985095834,0.9660029991845701,3,95,11,116.74,0.11578947368421053,10,0,3,2,1,1,1,1,1
Beauty,152.58,43.18,1,156.29,42.79,Wrong size,True,0.8951936358427233,0.9095997816890644,0.8757060612433505,0,91,13,1153.19,0.14285714285714285,9,0,1,1,1,1,1,1,1
Other,371.68,32.8,1,506.22,28.03,Wrong size,True,0.9266839012948218,6.271471179164,0.9397698367991802,671,99,10,228.13,0.10101010101010101,0,0,2,1,3,0,0,0,0
Luxury,84.17,47.63,1,140.07,44.46,Wrong size,True,0.9972199165170821,6.497435463645571,0.940013713653122,427,41,3,570.89,0.07317073170731707,0,0,1,4,3,0,0,0,0
Luxury,107.96,2.64,1,350.93,2.56,Changed mind,True,0.8419666432332711,0.42866824997787045,0.8798316406176959,223,49,3,223.55,0.061224489795918366,0,0,4,3,2,0,1,0,1
Apparel,127.66,127.66,1,317.65,115.65,Changed mind,True,0.8736819417724696,5.264382453790548,0.9104198439658957,509,66,8,556.62,0.12121212121212122,0,0,1,4,4,0,0,0,0
Home,147.93,46.71,1,216.22,43.15,Changed mind,True,0.9216587750389192,1.2925440254870502,0.8645180024700012,5,93,13,333.64,0.13978494623655913,11,0,4,4,1,0,0,0,0
Books,92.8,92.8,1,714.52,92.39,Not as expected,True,0.8492758218113114,5.607039031847503,0.9903377536580329,814,94,8,399.94,0.0851063829787234,0,0,1,4,4,0,1,1,1
Luxury,530.41,530.41,1,353.16,511.48,Wrong size,True,0.8739810782763676,6.8762226842174545,0.9085141639028782,1357,46,6,570.79,0.13043478260869565,0,0,1,3,1,0,0,0,0
Electronics,441.43,441.43,1,565.39,426.57,Changed mind,True,0.923173507801856,5.551359380235682,0.858978289620116,1368,55,5,342.16,0.09090909090909091,0,0,1,6,2,0,1,0,1
Sports,249.11,99.75,1,556.11,89.37,Not as expected,True,0.8234706515358368,5.012524452294572,0.9648997844776672,1208,49,42,168.88,0.8571428571428571,6,0,12,12,12,7,7,7,7
Luxury,271.44,179.34,1,487.72,165.82,Not as expected,True,0.8234354123120528,6.929027093847997,0.9478689031326545,615,99,12,470.94,0.12121212121212122,0,0,1,4,2,0,0,0,0
Books,750.65,710.64,1,533.93,604.78,Wrong size,False,0.9010148811632988,76.35,0.131,1,48,11,296.68,0.22916666666666666,10,0,1,4,4,1,1,1,1
Books,258.26,186.45,1,530.24,181.21,Wrong size,True,0.8390271427598409,6.098097586020911,0.9160463592494819,1,70,7,625.68,0.1,6,0,1,2,1,0,0,0,0
Beauty,135.37,78.71,1,331.02,77.71,Wrong size,True,0.829087888949724,9.69314466127765,0.8936700845831812,179,60,8,155.88,0.13333333333333333,1,0,4,6,1,0,1,0,1
Home,1654.38,116.48,1,6.58,108.41,Changed mind,True,0.9567529995520261,5.666658652814991,0.8949124145091544,1,11,3,370.53,0.2727272727272727,3,0,2,2,2,2,2,2,2
Home,95.8,61.4,1,274.87,55.64,Wrong size,True,0.854613582584037,4.772801402526419,0.8512770097165624,1238,86,9,85.41,0.10465116279069768,0,0,2,4,2,0,0,0,0
Home,83.66,5.76,1,562.29,5.67,Not as expected,True,0.8554745672497467,8.284088324759695,0.9171227050290438,1363,53,45,400.24,0.8490566037735849,5,0,12,12,12,7,7,7,7
Sports,138.0,138.0,1,145.2,136.53,Wrong size,True,0.9723002919368626,6.3740695233546685,0.9141926517921201,4,40,5,403.31,0.125,5,0,5,2,1,0,0,0,0
Home,287.2,5.41,1,92.94,5.3,Not as expected,True,0.8567320931642849,6.763735516410371,0.9746996656515113,214,25,1,197.14,0.04,0,0,2,3,1,0,0,0,0
Other,527.36,105.36,1,125.71,101.83,Wrong size,True,0.9618949854863152,4.79448537525357,0.8888143581907971,1135,86,9,453.81,0.10465116279069768,0,0,2,7,2,0,0,1,1
Home,155.6,41.21,1,684.1,39.44,Wrong size,True,0.8189077198757337,1.5673524322896315,0.9511854104507316,1,80,7,1141.62,0.0875,6,0,4,1,1,1,1,1,1
Apparel,102.81,18.54,1,628.46,16.82,Not as expected,True,0.8745454006295483,6.5261872684837074,0.8703842001340669,1187,57,7,294.56,0.12280701754385964,0,0,1,5,3,0,0,1,1
Other,547.45,547.45,1,583.91,520.44,Not as expected,True,0.846876099502213,7.8323617979082,0.8875712095606867,395,66,5,142.69,0.07575757575757576,1,0,2,2,3,0,0,0,0
Apparel,363.6,421.69,1,6.68,387.23,Changed mind,True,0.273,2.68139051329773,0.662,501,67,10,1389.09,0.14925373134328357,0,0,3,3,5,0,0,0,0
Sports,72.45,19.7,1,496.12,18.94,Wrong size,True,0.8241878934004636,6.7498351963476715,0.9887472163840849,422,44,5,613.24,0.11363636363636363,0,0,1,1,3,0,0,0,0
Other,361.13,361.13,1,355.3,341.44,Changed mind,True,0.8628351166836948,8.557567687405886,0.9500999207569021,541,94,9,362.18,0.09574468085106383,1,0,1,6,3,0,1,0,1
Electronics,137.86,5.94,1,526.13,5.38,Changed mind,True,0.9809633811614469,0.8573542793234767,0.8846462462064292,950,54,4,599.24,0.07407407407407407,0,0,2,4,2,0,0,0,0
Apparel,436.48,71.29,1,18.59,65.43,Changed mind,True,0.426,1.5683386571906344,0.777,683,16,2,500.12,0.125,0,0,2,3,2,0,0,0,0
Books,437.09,437.09,1,462.6,428.08,Wrong size,True,0.8239151269376772,9.960726887865848,0.9567748358556887,373,58,5,780.21,0.08620689655172414,0,0,1,2,3,0,0,0,0
Luxury,810.03,810.03,1,403.09,697.85,Wrong size,True,0.8939389856727812,8.681823397383404,0.9860093347837735,465,88,11,28.57,0.125,0,0,3,2,1,2,0,0,2
Books,290.97,144.1,1,539.54,131.68,Changed mind,True,0.9167583281917536,6.356443704019772,0.9551468366445149,948,90,6,163.99,0.06666666666666667,0,0,3,4,1,0,0,0,0
Beauty,74.12,63.18,1,539.75,51.11,Not as expected,False,0.9333496379254393,53.46,0.067,1107,56,5,981.42,0.08928571428571429,0,0,2,3,3,0,0,0,0
Luxury,219.23,173.22,1,682.94,164.78,Wrong size,True,0.814744628680333,6.00686623203689,0.9050731238643241,0,82,6,535.85,0.07317073170731707,6,0,1,1,4,1,1,1,1
Apparel,115.11,32.44,1,236.33,29.97,Wrong size,True,0.8139450384165167,0.4483236803925694,0.9273123011350666,1358,12,2,402.47,0.16666666666666666,0,0,3,2,3,0,0,0,0
Sports,226.06,9.6,1,600.46,8.8,Wrong size,True,0.9493349437897647,6.212700435435835,0.8531509876566183,6,84,14,1122.99,0.16666666666666666,12,0,1,3,1,1,1,1,1
Other,560.36,169.62,1,137.3,152.72,Not as expected,True,0.9807535010525357,6.2449481136840905,0.9366937684360036,558,75,6,661.36,0.08,1,0,4,4,4,0,0,3,3
Books,126.69,87.63,1,692.16,80.53,Wrong size,True,0.8867632413774603,3.1185710727509086,0.9217091982277646,3,94,12,322.39,0.1276595744680851,11,0,2,3,2,1,1,1,1
Beauty,299.21,97.76,1,457.69,91.74,Not as expected,True,0.8605780797140858,4.803103969261406,0.9131026730702527,4,93,8,425.91,0.08602150537634409,5,0,1,2,3,2,2,2,2
Sports,796.53,111.48,1,609.2,107.33,Not as expected,True,0.8981950943919635,2.734345801683684,0.9360195425277141,89,78,7,246.19,0.08974358974358974,1,0,2,1,3,0,0,0,0
Other,211.72,211.72,1,471.21,170.32,Not as expected,False,0.8996221086971196,78.56,0.098,4,46,6,421.23,0.13043478260869565,5,0,3,2,1,1,0,0,1
Sports,182.16,5.98,1,604.65,5.52,Changed mind,True,0.8302781068739249,3.679786677767729,0.9058957291510457,381,93,15,744.19,0.16129032258064516,0,0,2,1,4,0,0,0,0
Sports,286.07,244.76,1,531.36,209.34,Wrong size,True,0.8155156221168521,3.3976660140098645,0.9229766172742446,669,80,11,81.95,0.1375,0,0,3,3,3,0,0,0,0
Other,133.31,133.31,1,553.31,131.4,Wrong size,True,0.9906767123375635,0.8021493867262441,0.9014068023779008,284,31,4,882.3,0.12903225806451613,0,0,3,3,2,0,0,0,0
Luxury,127.07,127.07,1,1787.1005949889222,120.51,Not as expected,True,0.669,8.87408898671577,0.917,1426,48,32,158.11,0.6666666666666666,31,3,2,5,2,9,9,9,9
Other,1680.71,241.63,1,11.07,218.83,Changed mind,True,0.9625368573646789,7.580101623530747,0.9426462155739697,5,69,4,227.82,0.057971014492753624,2,0,2,1,1,0,0,0,0
Electronics,198.69,43.14,1,349.13,39.79,Changed mind,True,0.8284242930098694,0.4276116423858678,0.9888227908208502,1110,74,9,169.76,0.12162162162162163,0,0,2,6,1,0,3,0,3
Beauty,77.68,77.68,1,207.75,77.43,Changed mind,True,0.9597986320665858,8.153579540020154,0.8526054280279237,557,96,8,246.58,0.08333333333333333,0,0,2,2,2,0,0,0,0
Apparel,67.03,67.03,1,64.07,61.24,Wrong size,True,0.8282840472411458,6.123290676661269,0.9710464716526968,1282,33,1,255.52,0.030303030303030304,0,0,2,4,1,0,0,0,0
Other,327.41,327.41,1,205.63,297.73,Changed mind,True,0.8208946647074978,5.148338176413143,0.8801865226914765,601,10,3,277.84,0.3,0,0,1,6,2,0,1,0,1
Books,279.64,49.52,1,123.5,47.68,Wrong size,True,0.8786104037226434,1.1539202696513728,0.8977575746379142,1096,34,30,119.36,0.8823529411764706,7,0,12,12,12,7,7,7,7
Beauty,960.44,960.44,1,120.47,823.85,Changed mind,True,0.8557555663781253,4.99558166300446,0.9511588978451584,6,82,14,493.99,0.17073170731707318,13,1,1,1,3,2,2,2,2
Books,376.76,376.76,1,96.62,365.21,Changed mind,True,0.95060152111989,4.273799381545311,0.9504297928049056,1095,64,9,482.91,0.140625,0,0,1,1,2,0,0,0,0
Other,69.26,69.26,1,585.86,65.01,Not as expected,True,0.9091060784015209,2.751886770495747,0.8793541687766488,6,82,11,336.01,0.13414634146341464,7,0,2,3,1,1,1,1,1
Sports,81.66,81.66,1,372.75,72.69,Wrong size,True,0.9832286740901929,9.247009566324191,0.926529130298417,1426,94,6,269.96,0.06382978723404255,0,0,2,2,1,0,0,0,0
Electronics,80.56,80.56,1,178.39,75.88,Wrong size,True,0.9939735031608552,0.9661673523776904,0.8551033055756551,533,87,9,186.73,0.10344827586206896,1,0,1,4,2,0,1,0,1
Luxury,212.6,118.51,1,48.79,108.29,Not as expected,True,0.547,6.017829921094394,0.713,1357,99,14,795.58,0.1414141414141414,0,0,2,2,1,0,0,0,0
Apparel,381.92,381.92,1,535.05,357.39,Wrong size,True,0.9906217799344754,9.313471816886757,0.9274327483344422,1333,46,6,271.68,0.13043478260869565,0,0,5,2,1,3,0,0,3
Home,362.32,206.59,1,414.42,195.12,Wrong size,True,0.8888947047576478,4.260931927687633,0.9310047335480414,128,95,87,79.13,0.9157894736842105,25,0,12,12,12,7,7,7,7
Home,154.02,105.93,1,103.96,96.68,Changed mind,True,0.8402006746875648,8.341643837863979,0.8681420448403092,1123,93,9,102.01,0.0967741935483871,0,0,2,3,1,0,0,0,0
Electronics,200.46,77.6,1,704.91,57.7,Changed mind,False,0.808827702551112,71.5,0.352,356,48,2,70.9,0.041666666666666664,0,0,1,3,3,0,0,0,0
Beauty,248.34,182.6,1,302.9,158.99,Changed mind,True,0.9057628908328283,4.987220935291051,0.8556397184990068,396,95,7,47.37,0.07368421052631578,1,0,2,2,1,0,0,0,0
Sports,185.94,116.78,1,620.57,109.1,Not as expected,True,0.8192778931519569,7.664406047105722,0.9025944224099346,3,83,6,123.29,0.07228915662650602,4,0,2,1,3,0,0,0,0
Apparel,117.79,84.2,1,716.34,79.21,Not as expected,True,0.9171364485295885,4.524819346132225,0.9270809665804511,4,21,6,234.36,0.2857142857142857,5,0,1,2,2,1,1,1,1
Books,90.73,28.23,1,616.88,27.01,Wrong size,True,0.9630482633199474,0.32478179922934447,0.8973937034074427,2,61,10,199.09,0.16393442622950818,10,0,1,1,4,1,1,1,1
Apparel,196.07,75.23,1,520.46,65.76,Wrong size,True,0.8994113841404496,9.189134257330325,0.9864178350162669,6,67,7,152.71,0.1044776119402985,6,0,2,7,3,1,0,0,1
Sports,410.5,364.37,1,252.1,341.58,Not as expected,True,0.9050263579161749,7.996418218215135,0.8975772814774774,45,51,5,335.48,0.09803921568627451,1,0,2,1,2,0,0,0,0
Sports,340.79,340.79,1,578.52,316.33,Not as expected,True,0.9011180205109941,1.3105420395602285,0.9152761768779613,1492,80,6,478.93,0.075,0,0,3,2,2,0,0,0,0
Apparel,299.53,38.48,1,376.59,36.66,Wrong size,True,0.943058438310602,1.0867953368323424,0.8682518115063761,673,23,2,265.28,0.08695652173913043,0,0,1,3,4,0,1,0,1
Home,286.73,286.73,1,672.06,260.72,Wrong size,True,0.9804148768920838,5.939408525423997,0.9466337798670676,216,43,6,568.68,0.13953488372093023,0,0,2,2,2,0,0,0,0
Books,200.51,85.26,1,227.23,75.08,Changed mind,True,0.9555794705243659,5.095573089854008,0.9102381198682549,251,51,3,1335.57,0.058823529411764705,0,0,2,3,1,0,0,0,0
Apparel,57.51,31.8,1,273.32,26.09,Not as expected,False,0.9974700426894938,79.51,0.124,857,62,7,535.75,0.11290322580645161,0,0,5,3,2,0,0,0,0
Sports,1190.38,370.09,1,544.77,353.9,Changed mind,True,0.9087973477461404,8.666125024579294,0.9461084162157173,3,68,8,138.97,0.11764705882352941,6,0,2,6,1,1,1,1,1
Sports,49.07,4.56,1,341.81,4.4,Wrong size,True,0.8735526618759831,9.656989405685412,0.8614310968049471,586,59,2,445.04,0.03389830508474576,1,0,2,2,2,0,0,0,0
Electronics,88.45,88.45,1,287.57,82.49,Not as expected,True,0.8031464496593602,2.0330884862036926,0.9970796613226275,950,71,7,538.05,0.09859154929577464,0,0,1,2,3,0,0,0,0
Home,97.38,25.23,1,48.48,24.55,Not as expected,True,0.9743531285703696,5.844572629373685,0.9544007002346407,1487,58,4,272.27,0.06896551724137931,0,0,2,5,6,0,0,2,2
Apparel,102.51,86.58,1,667.48,76.19,Wrong size,True,0.8197023371199291,1.420357635593732,0.9149253557260554,231,90,9,311.92,0.1,0,0,4,2,3,3,0,0,3
Apparel,220.36,2.87,1,327.38,1.76,Wrong size,False,0.9127640195879044,54.34,0.278,796,71,3,936.49,0.04225352112676056,0,0,5,3,2,0,0,0,0
Electronics,322.7,190.74,1,567.75,163.15,Not as expected,True,0.8173963871269709,6.07975312714612,0.8718435112002054,3,85,7,233.09,0.08235294117647059,5,0,1,2,2,1,1,1,1
Apparel,57.88,20.49,1,289.81,18.06,Changed mind,True,0.9578960442019941,4.645901657473352,0.9174833538497927,119,85,10,334.68,0.11764705882352941,1,0,3,3,3,0,0,3,3
Other,813.36,156.96,1,11.07,136.76,Not as expected,True,0.8579211395002415,4.314808050967911,0.9458469841411771,1,70,7,1346.05,0.1,5,0,2,2,2,1,1,7,7
Beauty,72.78,11.0,1,608.07,10.54,Changed mind,True,0.8872541544018575,9.207474874008689,0.8932961926387804,69,18,1,1195.91,0.05555555555555555,1,0,1,3,2,0,0,0,0
Other,158.75,10.12,1,7892.540269954497,9.58,Changed mind,True,0.883,1.901937694396899,0.865,1426,73,48,162.72,0.6575342465753424,43,6,3,5,1,14,14,14,14
Electronics,138.85,138.85,1,474.72,129.28,Changed mind,True,0.8388748532186283,2.1633998248785957,0.9185776922857444,698,25,3,907.19,0.12,0,0,5,2,3,0,0,1,1
Home,427.13,427.13,1,49.47,420.34,Changed mind,True,0.9296092151801841,0.7790679309145243,0.9719812197677596,1422,44,4,141.31,0.09090909090909091,0,0,1,1,2,0,0,0,0
Books,406.09,406.09,1,661.74,382.6,Changed mind,True,0.8961141152802273,1.4950633105875133,0.8506055580626103,1160,56,4,384.65,0.07142857142857142,0,0,3,1,1,0,0,0,0
Sports,109.72,0.64,1,245.45,0.56,Wrong size,True,0.9710804311792897,7.5735355703156095,0.9468603031998029,3,100,16,325.07,0.16,13,0,3,6,2,2,3,2,3
Home,146.02,85.75,1,138.55,79.14,Wrong size,True,0.8899711860632324,7.276640562639027,0.9376872637667943,1028,41,5,185.98,0.12195121951219512,0,0,1,3,1,0,0,0,0
Other,549.41,220.48,1,155.18,193.19,Changed mind,True,0.919500775630469,3.7374436123573354,0.9661516873902741,2,56,12,646.36,0.21428571428571427,11,0,3,1,1,2,2,2,2
Sports,221.52,116.99,1,676.17,104.78,Changed mind,True,0.9117845461400328,4.0554156294124155,0.9794003723594481,1133,86,8,629.74,0.09302325581395349,0,0,1,4,3,0,1,0,1
Beauty,337.46,145.51,1,444.36,126.8,Changed mind,True,0.8032690394611761,8.656478693511744,0.9828197180251225,217,51,6,788.76,0.11764705882352941,0,0,1,2,1,0,0,0,0
Beauty,35.11,5.92,1,336.98,5.32,Changed mind,True,0.8448299123401596,2.611105935974792,0.974856277240274,800,37,5,323.13,0.13513513513513514,0,0,1,3,3,0,0,0,0
Sports,70.66,70.66,1,538.27,60.66,Changed mind,True,0.9584086213948024,4.910212098228488,0.9873521074379596,3,99,12,643.46,0.12121212121212122,9,0,1,1,3,1,1,2,2
Other,104.57,74.14,1,66.75,70.78,Changed mind,True,0.8681374598006728,8.54939800911424,0.951955491312976,163,54,6,540.84,0.1111111111111111,0,0,2,4,4,0,0,1,1
Electronics,284.9,284.9,1,366.17,252.67,Changed mind,True,0.9759239903259505,0.6975912366082715,0.8836105703336243,501,98,8,217.76,0.08163265306122448,0,0,2,2,3,0,0,0,0
Beauty,86.17,86.17,1,265.23,83.02,Wrong size,True,0.9128842927762447,1.733453595996558,0.928074458327097,1325,49,1,542.13,0.02040816326530612,0,0,2,3,2,0,1,0,1
Beauty,351.9,20.63,1,18376.50060221558,18.75,Changed mind,True,0.95,6.216745396931661,0.817,1279,49,32,570.23,0.6530612244897959,26,3,2,1,1,7,7,7,7
Beauty,118.78,118.78,1,470.22,101.52,Not as expected,True,0.9455245718170556,8.439034992836316,0.9197096058057573,1405,61,4,1114.44,0.06557377049180328,0,0,1,1,1,0,0,0,0
Beauty,158.74,158.74,1,514.81,142.51,Wrong size,True,0.8396596010508756,8.50484851473568,0.9031952149651341,810,92,3,1128.99,0.03260869565217391,0,0,5,3,1,0,0,0,0
Home,94.59,94.59,1,348.72,86.08,Not as expected,True,0.974447713253888,5.733338836685967,0.9877322334621456,259,98,11,693.44,0.11224489795918367,0,0,2,4,2,0,0,0,0
Home,562.73,562.73,1,323.59,495.29,Changed mind,True,0.9596758050447721,4.732594460243185,0.8975987584458065,6,82,11,336.01,0.13414634146341464,7,0,2,3,1,1,1,1,1
Apparel,200.83,53.87,1,505.35,48.26,Changed mind,True,0.945954264886252,9.987134275864374,0.9981021974617337,1153,100,8,100.17,0.08,1,0,2,3,1,0,1,0,1
Beauty,271.0,3.72,1,257.69,3.56,Changed mind,True,0.8563241398859254,0.6898585917957634,0.9377530055040905,605,79,10,642.52,0.12658227848101267,0,0,3,1,3,0,0,0,0
Electronics,99.69,99.69,1,378.4954969639766,87.69,Changed mind,True,0.772,1.50216520591265,0.801,651,11,8,968.62,0.7272727272727273,7,0,2,2,2,0,0,0,0
Apparel,181.07,3.21,1,463.22,2.99,Changed mind,True,0.9347972802688217,8.183225244031254,0.8807658254099505,451,69,4,656.55,0.057971014492753624,1,0,3,2,3,1,2,2,2
Sports,153.19,104.76,1,351.48,93.09,Changed mind,True,0.9792517779386666,5.353943170816634,0.9360173863824569,299,75,6,1402.47,0.08,0,0,2,4,2,0,0,0,0
Luxury,233.99,23.25,1,84.91,20.52,Changed mind,True,0.8452629417111788,4.2352094697578355,0.9710607233043003,128,95,87,79.13,0.9157894736842105,25,0,12,12,12,7,7,7,7
Electronics,369.8,44.26,1,58.87,40.5,Not as expected,True,0.435,5.1381574003814245,0.696,1261,76,11,267.96,0.14473684210526316,1,0,1,3,1,0,0,0,0
Beauty,481.65,410.33,1,456.07,370.43,Not as expected,True,0.9725971826864873,6.236759137613118,0.9803013638521777,573,40,7,53.19,0.175,1,0,1,2,3,0,0,0,0
Home,237.53,58.46,1,9725.487324354519,57.85,Not as expected,True,0.748,0.34556324008574224,0.934,1426,73,48,162.72,0.6575342465753424,43,6,3,5,1,14,14,14,14
Beauty,451.45,346.19,1,501.39,310.29,Wrong size,True,0.8710501254635175,1.622661823573588,0.9256108772576129,875,31,5,241.74,0.16129032258064516,0,0,2,3,1,0,0,0,0
Apparel,158.89,399.54,1,18.36,396.59,Wrong size,True,0.293,2.666719091583852,0.765,342,57,8,334.93,0.14035087719298245,0,0,4,2,4,1,0,0,1
Electronics,296.88,21.89,1,216.42233760602113,19.69,Not as expected,True,0.716,6.1023784961052385,0.89,1198,86,56,1076.1,0.6511627906976745,51,2,1,3,2,6,7,7,7
Home,113.7,113.7,1,49.81,108.71,Wrong size,True,0.8638336974720067,9.889870816387107,0.967813353646181,389,71,3,817.95,0.04225352112676056,0,0,1,1,2,0,0,0,0
Home,256.85,116.78,1,87.57,111.21,Not as expected,True,0.8484214413609621,4.4189757006881525,0.8580840264329566,366,25,3,234.21,0.12,0,0,2,3,1,0,0,0,0
